secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
230,92,155,0.018,0,0,280,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
231,92,155,0.018,0,0,280,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
232,92,156,0.018,0,0,280,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
233,91,156,0.018,0,0,293,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
234,91,156,0.018,0,0,302,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
235,90,156,0.018,0,0,307,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
236,91,156,0.018,0,0,305,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
237,90,157,0.018,0,0,298,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
238,90,157,0.018,0,0,295,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
239,90,157,0.018,0,0,300,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
240,90,157,0.018,0,0,302,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
241,90,156,0.018,0,0,303,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
242,90,156,0.018,0,0,305,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
243,90,156,0.018,0,0,306,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
244,91,155,0.018,0,0,306,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
245,90,157,0.018,0,0,303,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
246,91,158,0.018,0,0,299,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
247,90,160,0.018,0,0,297,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
248,90,160,0.018,0,0,296,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
249,90,160,0.018,0,0,296,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
250,90,160,0.018,0,0,297,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
251,90,160,0.018,0,0,299,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
252,90,161,0.018,0,0,306,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
253,90,161,0.018,0,0,309,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
254,91,161,0.018,0,0,311,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
255,92,161,0.018,0,0,312,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
256,92,161,0.018,0,0,316,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
257,92,162,0.018,0,0,315,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
258,92,161,0.018,0,0,313,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
259,91,161,0.018,0,0,296,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
260,91,161,0.018,0,0,286,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
261,90,160,0.018,0,0,281,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
262,90,160,0.018,0,0,287,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
263,90,160,0.018,0,0,296,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
264,92,159,0.018,0,0,302,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
265,91,159,0.018,0,0,300,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
266,92,158,0.018,0,0,305,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
267,92,158,0.018,0,0,305,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
268,92,158,0.018,0,0,311,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
269,92,158,0.018,0,0,313,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
270,93,158,0.018,0,0,315,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
271,93,158,0.018,0,0,315,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
272,93,159,0.018,0,0,313,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
273,93,159,0.018,0,0,315,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
274,93,159,0.018,0,0,314,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
275,93,161,0.018,0,0,313,212.4,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
276,92,161,0.018,0,0,311,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
277,92,162,0.018,0,0,307,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
278,92,162,0.018,0,0,299,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
279,92,162,0.018,0,0,286,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
280,92,163,0.018,0,0,274,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
281,92,163,0.018,0,0,274,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
282,92,163,0.018,0,0,282,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
283,92,164,0.018,0,0,292,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
284,92,164,0.018,0,0,301,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
285,92,164,0.018,0,0,313,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
286,92,164,0.018,0,0,325,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
287,93,164,0.018,0,0,336,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
288,93,164,0.018,0,0,335,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
289,93,164,0.018,0,0,323,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
290,92,164,0.018,0,0,309,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
291,92,164,0.018,0,0,294,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
292,91,164,0.018,0,0,284,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
293,90,164,0.018,0,0,293,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
294,90,163,0.018,0,0,298,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
295,91,163,0.018,0,0,308,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
296,92,163,0.018,0,0,315,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
297,92,163,0.018,0,0,318,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
298,91,163,0.018,0,0,313,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
299,90,163,0.018,0,0,306,212.6,5.68648300,45.19801100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
300,90,163,0.018,0,0,302,212.6,5.68649700,45.19801900,0,0,-255,0,-255,0,0,0,0,0,0,0,0
301,91,163,0.02,1.44,0,303,212.6,5.68650700,45.19802400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
302,90,163,0.022,2.88,0,307,212.6,5.68651600,45.19802500,0,0,-255,0,-255,0,0,0,0,0,0,0,0
303,91,163,0.0225,3.24,0,310,212.6,5.68652300,45.19802300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
304,90,163,0.023,3.6,0,316,212.6,5.68653000,45.19802000,0,0,-255,0,-255,0,0,0,0,0,0,0,0
305,90,163,0.023,3.6,0,322,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
306,90,163,0.023,2.16,0,325,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
307,90,164,0.023,0.72,0,321,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
308,90,164,0.023,0.36,0,320,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
309,89,164,0.023,0,0,313,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
310,89,165,0.023,0,0,312,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
311,89,165,0.023,0,0,312,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
312,89,165,0.023,0,0,315,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
313,90,165,0.023,0,0,318,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
314,90,165,0.023,0,0,320,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
315,90,165,0.023,0,0,323,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
316,91,165,0.023,0,0,327,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
317,92,165,0.023,0,0,324,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
318,90,165,0.023,0,0,324,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
319,92,165,0.023,0,0,327,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
320,91,165,0.023,0,0,328,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
321,90,165,0.023,0,0,336,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
322,93,165,0.023,0,0,343,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
323,93,164,0.023,0,0,335,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
324,92,164,0.023,0,0,335,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
325,92,163,0.023,0,0,324,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
326,92,163,0.023,0,0,320,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
327,92,162,0.023,0,0,313,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
328,92,162,0.023,0,0,308,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
329,92,162,0.023,0,0,306,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
330,92,162,0.023,0,0,313,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
331,92,162,0.023,0,0,323,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
332,92,163,0.023,0,0,330,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
333,92,164,0.023,0,0,331,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
334,92,165,0.023,0,0,328,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
335,92,165,0.023,0,0,329,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
336,92,164,0.023,0,0,328,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
337,93,164,0.023,0,0,335,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
338,93,165,0.023,0,0,331,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
339,93,165,0.023,0,0,321,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
340,92,165,0.023,0,0,313,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
341,92,166,0.023,0,0,311,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
342,92,166,0.023,0,0,313,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
343,93,166,0.023,0,0,320,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
344,93,167,0.023,0,0,324,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
345,93,167,0.023,0,0,329,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
346,93,167,0.023,0,0,330,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
347,93,168,0.023,0,0,327,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
348,93,168,0.023,0,0,323,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
349,93,168,0.023,0,0,326,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
350,94,168,0.023,0,0,326,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
351,93,168,0.023,0,0,329,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
352,93,168,0.023,0,0,328,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
353,93,168,0.023,0,0,319,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
354,93,168,0.023,0,0,316,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
355,92,169,0.023,0,0,312,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
356,92,169,0.023,0,0,315,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
357,90,169,0.023,0,0,319,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
358,90,170,0.023,0,0,328,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
359,93,170,0.023,0,0,354,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
360,93,170,0.023,0,0,361,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
361,93,170,0.023,0,0,356,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
362,93,170,0.023,0,0,338,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
363,93,170,0.023,0,0,316,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
364,93,170,0.023,0,0,324,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
365,93,170,0.023,0,0,345,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
366,94,170,0.023,0,0,362,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
367,95,169,0.023,0,0,367,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
368,95,169,0.023,0,0,362,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
369,95,169,0.023,0,0,345,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
370,95,169,0.023,0,0,342,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
371,95,169,0.023,0,0,341,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
372,95,169,0.023,0,0,338,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
373,95,170,0.023,0,0,339,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
374,94,170,0.023,0,0,331,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
375,95,170,0.023,0,0,338,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
376,94,171,0.023,0,0,338,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
377,93,171,0.023,0,0,341,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
378,93,171,0.023,0,0,341,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
379,93,171,0.023,0,0,335,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
380,93,171,0.023,0,0,341,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
381,93,172,0.023,0,0,348,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
382,93,172,0.023,0,0,360,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
383,94,172,0.023,0,0,364,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
384,95,172,0.023,0,0,360,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
385,95,172,0.023,0,0,349,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
386,93,172,0.023,0,0,340,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
387,95,172,0.023,0,0,330,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
388,93,172,0.023,0,0,321,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
389,93,172,0.023,0,0,324,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
390,93,172,0.023,0,0,332,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
391,92,172,0.023,0,0,354,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
392,95,172,0.023,0,0,380,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
393,96,172,0.023,0,0,370,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
394,94,172,0.023,0,0,336,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
395,93,172,0.023,0,0,313,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
396,93,172,0.023,0,0,315,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
397,95,173,0.023,0,0,344,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
398,95,173,0.023,0,0,366,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
399,95,173,0.023,0,0,370,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
400,95,173,0.023,0,0,362,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
401,95,173,0.023,0,0,343,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
402,95,172,0.023,0,0,335,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
403,95,172,0.023,0,0,335,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
404,95,172,0.023,0,0,344,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
405,95,172,0.023,0,0,354,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
406,95,172,0.023,0,0,358,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
407,95,172,0.023,0,0,351,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
408,95,173,0.023,0,0,347,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
409,94,174,0.023,0,0,347,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
410,95,174,0.023,0,0,356,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
411,96,174,0.023,0,0,366,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
412,96,175,0.023,0,0,362,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
413,96,175,0.023,0,0,361,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
414,96,175,0.023,0,0,354,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
415,96,175,0.023,0,0,348,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
416,96,175,0.023,0,0,345,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
417,95,174,0.023,0,0,341,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
418,95,174,0.023,0,0,350,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
419,95,175,0.023,0,0,370,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
420,96,175,0.023,0,0,394,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
421,96,175,0.023,0,0,400,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
422,96,175,0.023,0,0,396,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
423,96,175,0.023,0,0,382,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
424,96,175,0.023,0,0,368,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
425,95,176,0.023,0,0,367,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
426,96,176,0.023,0,0,361,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
427,97,176,0.023,0,0,360,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
428,100,176,0.023,0,0,364,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
429,99,176,0.023,0,0,365,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
430,98,176,0.023,0,0,366,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
431,98,177,0.023,0,0,352,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
432,96,177,0.023,0,0,348,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
433,97,178,0.023,0,0,358,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
434,97,179,0.023,0,0,367,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
435,98,179,0.023,0,0,381,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
436,98,179,0.023,0,0,387,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
437,97,180,0.023,0,0,369,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
438,96,181,0.023,0,0,355,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
439,96,181,0.023,0,0,340,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
440,96,181,0.023,0,0,351,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
441,98,181,0.023,0,0,372,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
442,98,181,0.023,0,0,379,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
443,97,182,0.023,0,0,363,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
444,96,181,0.023,0,0,345,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
445,97,181,0.023,0,0,350,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
446,98,181,0.023,0,0,363,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
447,98,181,0.023,0,0,371,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
448,98,181,0.023,0,0,378,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
449,98,182,0.023,0,0,374,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
450,98,181,0.023,0,0,368,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
451,98,181,0.023,0,0,365,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
452,98,181,0.023,0,0,349,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
453,97,180,0.023,0,0,348,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
454,96,180,0.023,0,0,353,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
455,98,180,0.023,0,0,365,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
456,98,179,0.023,0,0,382,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
457,98,179,0.023,0,0,392,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
458,98,179,0.023,0,0,384,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
459,98,178,0.023,0,0,384,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
460,98,178,0.023,0,0,377,212.6,5.68653700,45.19801400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
